-1.0	-0.922981
-1.0	-1.27592
-1.0	-1.23782
-1.0	-1.18178
-1.0	-1.11547
-1.0	-1.49866
-1.0	-1.13194
-1.0	-1.24782
-1.0	-1.29956
-1.0	-1.07688
-1.0	-0.758002
-1.0	-0.997481
-1.0	-0.657653
-1.0	-0.491537
-1.0	-0.781135
-1.0	-0.734157
-1.0	-1.15538
-1.0	-1.03237
-1.0	-0.352804
-1.0	-0.585412
-1.0	-0.419612
-1.0	-0.275797
-1.0	-0.96471
-1.0	-1.19445
-1.0	-0.603787
-1.0	-0.721055
-1.0	-0.810005
-1.0	-1.00385
-1.0	-0.242494
-1.0	-0.334067
-1.0	-0.194079
-1.0	-0.179369
-1.0	-0.382896
-1.0	-0.630089
-1.0	-0.382155
-1.0	-0.608336
-1.0	-0.288997
-1.0	-0.401384
-1.0	-0.225227
-1.0	-0.457518
-1.0	-0.232858
-1.0	-0.409461
-1.0	-0.170079
-1.0	-0.333557
-1.0	-0.66054
-1.0	-0.234426
-1.0	-0.42857
-1.0	-0.472113
-1.0	0.13006
-1.0	-0.299045
-1.0	-0.209589
-1.0	-0.244729
-1.0	-0.396143
-1.0	-0.253878
-1.0	-0.846455
-1.0	-0.172495
-1.0	-0.462524
-1.0	-0.50484
-1.0	-0.668467
-1.0	-0.481668
-1.0	-0.337953
-1.0	-0.851092
-1.0	-0.6224
-1.0	-0.689024
-1.0	-0.227391
-1.0	-0.451773
-1.0	-0.483752
-1.0	-0.297329
-1.0	-0.629214
-1.0	-0.766218
-1.0	-0.46767
-1.0	-0.328786
-1.0	0.0549658
-1.0	-0.441804
-1.0	-0.85794
-1.0	-0.496656
-1.0	-0.348451
-1.0	-0.112952
-1.0	-0.175226
-1.0	-0.216332
-1.0	-0.129178
-1.0	0.145249
-1.0	0.485433
-1.0	0.419866
-1.0	0.176477
-1.0	0.175122
-1.0	-0.0209502
-1.0	0.140856
-1.0	-0.00823866
-1.0	-0.233545
-1.0	-0.865841
-1.0	-0.484892
-1.0	-0.585681
-1.0	-0.067284
-1.0	0.0827243
-1.0	0.0280629
-1.0	-0.331663
-1.0	-0.204862
-1.0	-0.267173
-1.0	0.0240372
-1.0	-0.00323219
-1.0	-0.00682114
-1.0	0.234563
-1.0	-0.107031
-1.0	-0.0642052
-1.0	-0.184151
-1.0	-0.464426
-1.0	-0.351341
-1.0	-0.303684
-1.0	-0.177464
-1.0	-0.0828008
-1.0	-0.0651395
-1.0	-1.37431
-1.0	-1.0936
-1.0	-0.558946
-1.0	-0.933577
-1.0	-0.893981
-1.0	-1.10957
-1.0	-0.894233
-1.0	-0.846703
-1.0	-0.787016
-1.0	-0.582492
-1.0	-0.534684
-1.0	-0.543998
-1.0	-0.161793
-1.0	-0.0446364
-1.0	-0.703862
-1.0	-0.772942
-1.0	-0.706825
-1.0	-0.434131
-1.0	-0.688107
-1.0	-0.429499
-1.0	-0.644144
-1.0	-0.839518
-1.0	-0.351472
-1.0	-0.14125
-1.0	-0.301484
-1.0	-0.512599
-1.0	-0.400116
-1.0	-0.486803
-1.0	-0.140212
-1.0	-0.34407
-1.0	-0.489301
-1.0	-0.570682
-1.0	-0.81852
-1.0	0.0764821
-1.0	-0.0363315
-1.0	0.179834
-1.0	-0.21167
-1.0	-0.0631444
-1.0	-0.179145
-1.0	-0.380275
-1.0	-0.745684
-1.0	-0.321945
-1.0	-0.31005
-1.0	-0.321835
-1.0	-0.519289
-1.0	-0.33136
-1.0	-1.07644
-1.0	-0.918923
-1.0	-1.02231
-1.0	-0.90552
-1.0	-1.1165
-1.0	-0.314843
-1.0	-0.585975
-1.0	-0.557348
-1.0	-0.438559
-1.0	-0.641141
-1.0	-0.615761
-1.0	-0.502299
-1.0	-0.518695
-1.0	-0.96417
-1.0	-0.650787
-1.0	-0.640865
-1.0	-0.487908
-1.0	-0.889808
