-1.0	-1.53844
-1.0	-1.09905
-1.0	-1.34147
-1.0	-1.0693
-1.0	-1.34609
-1.0	-1.19778
-1.0	-1.70844
-1.0	-1.41639
-1.0	-1.47918
-1.0	-1.13911
-1.0	-1.42808
-1.0	-0.864133
-1.0	-0.408543
-1.0	-0.568055
-1.0	-0.523563
-1.0	-0.523485
-1.0	-1.09106
-1.0	-0.989936
-1.0	-0.75493
-1.0	-0.95285
-1.0	-1.03046
-1.0	-1.16129
-1.0	-1.13241
-1.0	-0.923162
-1.0	-0.657451
-1.0	-0.396993
-1.0	-0.716181
-1.0	-0.846193
-1.0	-0.299731
-1.0	-0.323493
-1.0	-0.648023
-1.0	-0.540339
-1.0	-0.546655
-1.0	-0.0868871
-1.0	-0.0486662
-1.0	-0.709657
-1.0	0.00969661
-1.0	-0.0313769
-1.0	0.10689
-1.0	-0.322891
-1.0	-0.360552
-1.0	-0.165827
-1.0	-0.30671
-1.0	-0.535641
-1.0	-0.474366
-1.0	-0.272348
-1.0	-0.306613
-1.0	-0.376117
-1.0	-0.0217614
-1.0	-0.165628
-1.0	0.392304
-1.0	0.109266
-1.0	-0.0927993
-1.0	0.137878
-1.0	-0.0781034
-1.0	0.0206755
-1.0	-0.0574331
-1.0	-0.140541
-1.0	-0.240511
-1.0	-0.694487
-1.0	-0.536811
-1.0	-0.679309
-1.0	-0.37851
-1.0	-0.452608
-1.0	-0.264985
-1.0	0.282456
-1.0	-0.0365579
-1.0	0.246482
-1.0	-0.152905
-1.0	-0.0979162
-1.0	-0.364886
-1.0	0.206053
-1.0	-0.304007
-1.0	-0.37119
-1.0	-0.233788
-1.0	-0.414593
-1.0	-0.587418
-1.0	-0.122029
-1.0	-0.382066
-1.0	-0.495645
-1.0	-0.161922
-1.0	0.0684755
-1.0	0.202688
-1.0	0.288928
-1.0	0.144755
-1.0	-0.152801
-1.0	-0.176494
-1.0	0.108917
-1.0	-0.21314
-1.0	-0.361982
-1.0	-0.540375
-1.0	-0.4135
-1.0	-0.564997
-1.0	-0.114143
-1.0	-0.45849
-1.0	-0.489344
-1.0	-0.295608
-1.0	-0.234438
-1.0	0.0238172
-1.0	0.0407459
-1.0	0.325572
-1.0	0.208467
-1.0	0.114894
-1.0	0.0642213
-1.0	-0.136093
-1.0	-0.468101
-1.0	-0.242342
-1.0	-0.0853554
-1.0	0.0175758
-1.0	0.121142
-1.0	0.201377
-1.0	0.185694
-1.0	-0.950429
-1.0	-0.834582
-1.0	-0.95714
-1.0	-1.13851
-1.0	-1.42853
-1.0	-1.19653
-1.0	-0.526907
-1.0	-0.992482
-1.0	-1.09506
-1.0	-1.02941
-1.0	-0.779202
-1.0	-0.460332
-1.0	-0.442387
-1.0	-0.172892
-1.0	-0.328343
-1.0	-0.79651
-1.0	-0.94358
-1.0	-0.325712
-1.0	-0.361989
-1.0	-0.380307
-1.0	-0.263811
-1.0	0.102038
-1.0	-0.00900346
-1.0	0.188619
-1.0	-0.153916
-1.0	-0.0233952
-1.0	-0.20394
-1.0	-0.297644
-1.0	-0.0959678
-1.0	-0.440353
-1.0	-0.392155
-1.0	-0.413953
-1.0	-0.524503
-1.0	0.0871076
-1.0	0.336498
-1.0	-0.160589
-1.0	0.165702
-1.0	0.00578833
-1.0	-0.316249
-1.0	-0.238248
-1.0	-0.296474
-1.0	-0.375627
-1.0	-0.180461
-1.0	-0.311785
-1.0	-0.775575
-1.0	-0.37946
-1.0	-1.01814
-1.0	-0.848979
-1.0	-0.804702
-1.0	-1.0344
-1.0	-0.374044
-1.0	-0.198208
-1.0	-0.33215
-1.0	-0.246512
-1.0	-0.306696
-1.0	-0.266833
-1.0	-0.710392
-1.0	-0.417092
-1.0	-0.996811
-1.0	-1.32013
-1.0	-1.03147
-1.0	-0.709402
-1.0	-0.72753
-1.0	-1.16587
-1.0	-1.07442
-1.0	-0.957145
-1.0	-1.2227
-1.0	-0.86596
-1.0	-0.484161
-1.0	-0.9126
-1.0	-0.615152
-1.0	-0.346683
-1.0	-0.8781
-1.0	-1.04903
-1.0	-0.713812
-1.0	-0.32061
-1.0	0.30823
-1.0	-0.406234
-1.0	-0.919102
-1.0	-0.499963
-1.0	-0.401365
-1.0	-0.747855
-1.0	-0.788718
-1.0	-0.557716
-1.0	-0.0568457
-1.0	-0.52158
-1.0	-0.122626
-1.0	-0.121571
-1.0	-0.497296
-1.0	-0.460908
-1.0	-0.267132
-1.0	0.100756
-1.0	0.0754203
-1.0	0.334677
-1.0	0.165369
-1.0	-0.03627
-1.0	0.0599374
-1.0	0.262087
-1.0	-0.132004
-1.0	0.000419173
-1.0	-0.579442
-1.0	-0.209514
-1.0	-0.312787
-1.0	-0.304133
-1.0	-0.958488
-1.0	-1.00401
-1.0	0.369958
-1.0	0.293913
-1.0	0.0238919
-1.0	-0.0939291
-1.0	-0.137401
-1.0	0.0821417
-1.0	-0.64709
-1.0	-0.00990411
-1.0	0.131594
-1.0	-0.35989
-1.0	-0.44919
-1.0	-0.285036
-1.0	-0.321856
-1.0	-0.652971
-1.0	-0.554198
-1.0	-0.579118
-1.0	-0.179217
-1.0	0.0507448
-1.0	0.0794303
-1.0	0.425695
-1.0	0.26072
-1.0	-0.312473
-1.0	-0.269494
-1.0	-0.0504697
-1.0	-0.00761273
-1.0	-0.0972263
-1.0	-0.371397
-1.0	-0.45131
-1.0	-0.373735
-1.0	-0.355646
-1.0	-0.618281
-1.0	-0.560396
-1.0	0.0256707
-1.0	-0.00665027
-1.0	0.261166
-1.0	0.343884
-1.0	0.225652
-1.0	0.306806
-1.0	0.188127
-1.0	-0.0466539
-1.0	0.16975
-1.0	-0.1308
-1.0	-0.316632
-1.0	-0.323114
-1.0	-0.14781
-1.0	-0.157054
-1.0	-0.435141
-1.0	-0.363293
-1.0	0.171737
-1.0	0.389432
-1.0	0.539588
-1.0	0.45665
-1.0	0.227226
-1.0	0.471713
-1.0	0.562688
-1.0	0.198882
-1.0	0.027178
-1.0	-0.282582
-1.0	-0.137354
-1.0	-0.162665
-1.0	-0.228267
-1.0	-0.123529
-1.0	-0.00741341
-1.0	-0.0596623
-1.0	-0.778897
-1.0	-0.434956
-1.0	-0.906214
-1.0	-1.00821
-1.0	-0.875492
-1.0	-0.966244
-1.0	-0.322995
-1.0	-0.674848
-1.0	-0.640128
-1.0	-0.542043
-1.0	-0.480427
-1.0	0.255328
-1.0	-0.0801868
-1.0	-0.109394
-1.0	-0.223719
-1.0	-0.21314
-1.0	-0.290196
-1.0	0.0977362
-1.0	-0.294801
